,serch_keyword,job_title,company_name,job_posted_date,job_location,job_link
185,data-science,  Product Owner (w/m/x) - die Position ist auch in Teilzeit ab 30h/Woche möglich!  , epunkt GmbH ,1.2.2022,Vienna,https://www.karriere.at/jobs/6052234
186,data-science,  Data Architect (m/f/x)  , Raiffeisen Bank International AG ,1.2.2022,Vienna,https://www.karriere.at/jobs/6052081
187,data-science,  Big Data Administrator (f/m/d)  , Hutchison Drei Austria GmbH ,1.2.2022,Vienna,https://www.karriere.at/jobs/6028027
188,data-science,  Manager:in | Schwerpunkt: Cloud Architecture - Microsoft Azure  , EY Österreich ,1.2.2022,Vienna,https://www.karriere.at/jobs/5988724
189,data-science,  Big Data Developer (w/m/d) - Digitale Langzeiterhaltung  , Bundesrechenzentrum GmbH ,1.2.2022,Vienna,https://www.karriere.at/jobs/5922115
190,data-science,"  System Engineer, HR Systems (m/f/d)  ", Magna ,1.2.2022,Graz,https://www.karriere.at/jobs/5980609
191,data-science,  Junior IT Specialist  , Red Bull GmbH ,1.2.2022,Österreich,https://www.karriere.at/jobs/5909421
192,data-science,  CR Value Chain Analyst (f/m/d)  , HOFER KG ,1.2.2022,Salzburg,https://www.karriere.at/jobs/6015925
193,data-science,  Student Job (f/m/x) - Data Lake (20 h/week)  , Raiffeisen Bank International AG ,1.2.2022,Vienna,https://www.karriere.at/jobs/6018526
194,data-science,  Data Engineer (m/w/d)  , Frauscher Sensonic Gmbh ,1.2.2022,St.,https://www.karriere.at/jobs/5975752
195,data-science,  Data Engineer (w/m/d)  , TECHSEARCH ,1.2.2022,Vienna,https://www.karriere.at/jobs/5985172
196,data-science,  Lead Engineer Equipment Fault Detection & Classification (f/m/div)*  , Infineon Technologies Austria AG ,31.1.2022,Villach,https://www.karriere.at/jobs/6046738
197,data-science,  Data Quality Manager:in (IoT)  , ÖBB-Konzern ,31.1.2022,Vienna,https://www.karriere.at/jobs/5961370
198,data-science,  Data Quality Management Expert (all genders)  , Erste Bank ,31.1.2022,Vienna,https://www.karriere.at/jobs/5959726
199,data-science,  Research and development engineer for the area of forming and processing technology (m/f/d)  , voestalpine AG ,31.1.2022,Linz,https://www.karriere.at/jobs/5984758
200,data-science,  Backend Developer / Data Engineer (f/m/d)  , Kapsch BusinessCom AG ,31.1.2022,Vienna,https://www.karriere.at/jobs/5929696
201,data-science,  Data Engineer (m/w)  , ENGEL AUSTRIA GmbH ,31.1.2022,Schwertberg,https://www.karriere.at/jobs/5949409
202,data-science,  Software Engineer - Trust Provisioning (m/f/d)  , ASCO Engineering GmbH ,31.1.2022,Gratkorn,https://www.karriere.at/jobs/5912266
203,data-science,  Datenwissenschaftler - Land- und Forstwirtschaftliches Register (LFR) (m/w/d)  , Bundesanstalt Statistik Österreich ,31.1.2022,Vienna,https://www.karriere.at/jobs/6033904
204,data-science,  Data Privacy Security Management Specialist (all genders)  , Erste Bank ,31.1.2022,Vienna,https://www.karriere.at/jobs/6032689
205,data-science,  DevOps Engineer (m/f/d)  , voestalpine AG ,30.1.2022,Vienna,https://www.karriere.at/jobs/5978533
206,data-science,  Software Engineer for Data Platform (f/m/x)  , Raiffeisen Bank International AG ,30.1.2022,Vienna,https://www.karriere.at/jobs/5998990
207,data-science,  Praktikant für Artificial Intelligence & Data Analytics (w/m/x)  , BMW Motoren GmbH ,28.1.2022,Steyr,https://www.karriere.at/jobs/5944966
208,data-science,  Software Architect (m/f/) - Data Testing Team  , Tricentis GmbH ,27.1.2022,Vienna,https://www.karriere.at/jobs/5935837
209,data-science,  Senior Digital Analytics Consultant (m/w/d)  , Trakken GmbH ,27.1.2022,Vienna,https://www.karriere.at/jobs/5903292
210,data-science,  Data Analyst (m/w/x)  , Billa AG ,26.1.2022,Viennaer,https://www.karriere.at/jobs/5965417
211,data-science,  Praktikant im Bereich Business Intelligence & Prozessautomatisierung (w/m/x)  , BMW Motoren GmbH ,26.1.2022,Steyr,https://www.karriere.at/jobs/5978140
212,data-science,  Data-Analyst / IT-Auditor (m/w/d)  , Grant Thornton Austria GmbH ,25.1.2022,Vienna,https://www.karriere.at/jobs/5966767
213,data-science,  Professur (FH) für Softwareentwicklung Web & Mobile (w/m/d)  , Fachhochschule Kufstein Tirol Bildungs GmbH ,21.1.2022,Kufstein,https://www.karriere.at/jobs/6031063
214,data-science,  (Senior) Bioinformatician (m/f/d) in Childhood Cancer Research  , St. Anna Kinderkrebsforschung CCRI - Children`s Cancer Researche Institute ,21.1.2022,Vienna,https://www.karriere.at/jobs/6030736
215,data-science,  Clinical Research Manager (m/f/d)  , Med-el Elektromedizinische Geräte GmbH ,7.2.2022,Innsbruck,https://www.karriere.at/jobs/6062368
216,data-science,  Clinical Research Associate (m/f/d)  , Med-el Elektromedizinische Geräte GmbH ,7.2.2022,Innsbruck,https://www.karriere.at/jobs/6062350
217,data-science,  Cloud Architect (m/f/d)  , RHI Magnesita GmbH ,7.2.2022,Vienna,https://www.karriere.at/jobs/6061987
218,data-science,  Teamlead Softwaredevelopment - Show responsibility as teamlead of an existing SWD team and lead it into the digital future  , epunkt GmbH ,7.2.2022,Klagenfurt,https://www.karriere.at/jobs/5952631
219,data-science,  Time Service Delivery Manager (m/f/d)  , Novartis ,7.2.2022,Kundl,https://www.karriere.at/jobs/6043672
220,data-science,  Senior Specialist Project Management (f/m/div)*  , Infineon Technologies Austria AG ,7.2.2022,Villach,https://www.karriere.at/jobs/5977294
221,data-science,  Staff Engineer Application Engineering (f/m/div)*  , Infineon Technologies Austria AG ,7.2.2022,Villach,https://www.karriere.at/jobs/5969125
222,data-science,  Researcher / Software Engineer - Deep Learning for Image Analysis and Visualization (f/m/d)  , VRVis Zentrum f Virtual Reality u Visualisierung Forschungs-GmbH ,7.2.2022,Vienna,https://www.karriere.at/jobs/6029986
223,data-science,  Internship: Project Office Support  , Infineon Technologies Austria AG ,7.2.2022,Villach,https://www.karriere.at/jobs/5981041
224,data-science,  Senior Manager:in | Schwerpunkt: Cloud & Data Architecture  , EY Österreich ,7.2.2022,Vienna,https://www.karriere.at/jobs/5988676
225,data-science,  Internship: Digital Marketing Communications - Web Application Support  , Infineon Technologies Austria AG ,7.2.2022,Villach,https://www.karriere.at/jobs/5977291
226,data-science,  Software Developer Calculation Apps (f/m/d)  , PALFINGER ,7.2.2022,Bergheim,https://www.karriere.at/jobs/6028792
227,data-science,  Trainees (w/m/d)  ," Salzburg AG für Energie, Verkehr und Telekommunikation ",7.2.2022,Salzburg,https://www.karriere.at/jobs/5930177
228,data-science,  Business Intelligence / Datawarehouse and Reporting Specialist (f/m/div)*  , Infineon Technologies Austria AG ,7.2.2022,Villach,https://www.karriere.at/jobs/5937288
229,data-science,  Software Engineer/Site Reliability Engineer (m/f)  , Tricentis GmbH ,6.2.2022,Vienna,https://www.karriere.at/jobs/6040129
230,data-science,  Business Intelligence Specialist (m/w/d)  , STRABAG SE ,6.2.2022,Vienna,https://www.karriere.at/jobs/6023839
231,data-science,  Senior Azure Cloud Engineer  , Magna ,6.2.2022,Graz,https://www.karriere.at/jobs/6007306
232,data-science,  Business Analyst  , Lenzing AG ,6.2.2022,Lenzing,https://www.karriere.at/jobs/5991286
233,data-science,  Associate Scientific Director – Oncology Translational Science (m/f/d)  , Boehringer Ingelheim RCV GmbH & Co KG ,6.2.2022,Vienna,https://www.karriere.at/jobs/6025066
234,data-science,  Medical Advisor Oncology (m/f/d)  , Merck Sharp & Dohme Gesellschaft m.b.H. ,6.2.2022,Vienna,https://www.karriere.at/jobs/6024193
235,data-science,  IT Systems Engineer – Middleware Operation (w/m/div)*  , Infineon Technologies Austria AG ,6.2.2022,Villach,https://www.karriere.at/jobs/5927493
236,data-science,  Internship: Product Marketing Support  , Infineon Technologies Austria AG ,6.2.2022,Villach,https://www.karriere.at/jobs/6040864
237,data-science,  Commercial Operations Lead Oncology (m/f/d)  , Merck Sharp & Dohme Gesellschaft m.b.H. ,6.2.2022,Vienna,https://www.karriere.at/jobs/6044662
238,data-science,  Junior HR-Controller*in  , Kuratorium Wiener Pensionisten-Wohnhäuser ,6.2.2022,Vienna,https://www.karriere.at/jobs/6044203
239,data-science,  Regulatory Affairs Specialist (f/m/d)  , AOP Health ,6.2.2022,Vienna,https://www.karriere.at/jobs/6043483
240,data-science,  ERP-Systementwicklung (m/w/d)  , Schlotterer Sonnenschutz Systeme GmbH ,6.2.2022,Adnet,https://www.karriere.at/jobs/5990401
241,data-science,  Digital Product Owner (m/f/d) / Remote work possible  , INNIO Jenbacher ,6.2.2022,Vienna,https://www.karriere.at/jobs/6045100
242,data-science,  Internship Emissions Solutions Development for Gas Engines (m/f/d)  , INNIO Jenbacher ,6.2.2022,Jenbach,https://www.karriere.at/jobs/6044074
243,data-science,  SAP Key User Production (m/f/d)  , ALSTOM Transport Austria GmbH ,6.2.2022,Vienna,https://www.karriere.at/jobs/6042442
244,data-science,  Head of Global Software Development (m/w)  , Jaroona GmbH ,6.2.2022,Vienna,https://www.karriere.at/jobs/6013066
245,data-science,  Regulatory Affairs Manager (f/m/d)  , AOP Health ,6.2.2022,Vienna,https://www.karriere.at/jobs/6043441
246,data-science,  Daten Analyst SCM Monitoring (m/w/d)  , HOFER KG ,6.2.2022,Sattledt,https://www.karriere.at/jobs/5993227
247,data-science,  IT Support Engineer (2nd Level) (m/w)  , Edentity Software Solutions GmbH ,6.2.2022,Vienna,https://www.karriere.at/jobs/6023689
248,data-science,  Junior Business Intelligence Analyst (w/m/d) im IT / E-Commercebereich  , Bechtle direct GmbH ,6.2.2022,Viennaer,https://www.karriere.at/jobs/5986879
249,data-science,  Master Thesis - Designing PMUT for Ultrasonic Energy Harvesting and Data Transmission (f/m/d)  , Silicon Austria Labs GmbH ,6.2.2022,Villach,https://www.karriere.at/jobs/5967304
250,data-science,  Java Developer (m/f/d)  , Dedalus HealthCare GesmbH ,6.2.2022,Vienna,https://www.karriere.at/jobs/6005611
251,data-science,  Doctoral Thesis: Trapped-Ion Quantum Processors for Rydberg Gate Operation (f/m/div)*  , Infineon Technologies Austria AG ,6.2.2022,Villach,https://www.karriere.at/jobs/5977285
252,data-science,  Marketing- und PR-Berater/in (m/w/d)  , P8 GmbH ,6.2.2022,Innsbruck,https://www.karriere.at/jobs/6024175
253,data-science,  Full Stack Web Developer  , Open Nuclear Network ,6.2.2022,1040,https://www.karriere.at/jobs/6022972
254,data-science,  Senior Staff Engineer Cryogenic Electronics (f/m/div)*  , Infineon Technologies Austria AG ,5.2.2022,Villach,https://www.karriere.at/jobs/5974069
255,data-science,  Mitarbeiter Spar- und Investmentprodukte mit quantitativer Ausrichtung (m/w/d)  , UNIQA Insurance Group AG  ,5.2.2022,Vienna,https://www.karriere.at/jobs/5931847
256,data-science,  Junior Marketing Analyst  , UNITO Versand & Dienstleistungen GmbH ,5.2.2022,Salzburg,https://www.karriere.at/jobs/5914525
257,data-science,  Full Stack Developer (m/f/d) – Product Team  , Boehringer Ingelheim RCV GmbH & Co KG ,5.2.2022,Vienna,https://www.karriere.at/jobs/6025096
258,data-science,  Embedded Systems Expert (f/m/x)  , Elektrobit Austria GmbH ,5.2.2022,Vienna,https://www.karriere.at/jobs/6021937
259,data-science,  Senior Manager Cloud Engineering (m/f/d)  , JAGGAER Austria GmbH ,5.2.2022,Vienna,https://www.karriere.at/jobs/6025567
260,data-science,  QA Compliance Expert (m/f/d) - Site Regulatory CMC / Medical Devices  , Novartis ,5.2.2022,Schaftenau,https://www.karriere.at/jobs/6040936
261,data-science,  Senior Software Engineer - Java Back-End (f/m/x)  , Untis GmbH ,5.2.2022,Stockerau,https://www.karriere.at/jobs/5934211
262,data-science,  Computational Design Developer (m/f/d)  , STRABAG SE ,5.2.2022,Stuttgart,https://www.karriere.at/jobs/6045520
263,data-science,  Internship - Engineering Quality (m/f/d)  , INNIO Jenbacher ,5.2.2022,Jenbach,https://www.karriere.at/jobs/6044002
264,data-science,  Master Thesis - Improving the quality of sputtered AlN and AlScN layers for BAW RF Filters for 5G applications (f/m/d)  , Silicon Austria Labs GmbH ,5.2.2022,Villach,https://www.karriere.at/jobs/5967340
265,data-science,  IT Support Analyst (m/w/d)  , GfK Austria GmbH ,5.2.2022,Vienna,https://www.karriere.at/jobs/6043183
266,data-science,  Digital Consultant / Baustellenconsultant (m/w/d)  , STRABAG SE ,5.2.2022,Stuttgart,https://www.karriere.at/jobs/6013423
267,data-science,"  Associate, Global HTA Evidence (m/f/d)  ", Med-el Elektromedizinische Geräte GmbH ,5.2.2022,Innsbruck,https://www.karriere.at/jobs/6014878
268,data-science,  Senior Project Manager & Product Development Engineer (f/m/div)*  , Infineon Technologies Austria AG ,5.2.2022,Villach,https://www.karriere.at/jobs/5984104
269,data-science,  Software Engineer (m/w/div.)  , Bosch-Gruppe Österreich ,4.2.2022,Linz,https://www.karriere.at/jobs/6060418
270,data-science,  Digital & E-Commerce Specialist m/f/d  , DSM Austria GmbH ,4.2.2022,Inzersdorf-Getzersdorf,https://www.karriere.at/jobs/6059824
271,data-science,  Internship: Technical Product Marketing Support  , Infineon Technologies Austria AG ,4.2.2022,Villach,https://www.karriere.at/jobs/5919522
272,data-science,  Junior Process Automation Developer (f/m/d)  , Kapsch BusinessCom AG ,4.2.2022,Vienna,https://www.karriere.at/jobs/5929700
273,data-science,  Supply Manager B2B (f/m/d)  , Novartis ,4.2.2022,Kundl,https://www.karriere.at/jobs/6040948
274,data-science,  (Associate) Principal Scientist – Drug Metabolism Scientist (m/f/d)  , Boehringer Ingelheim RCV GmbH & Co KG ,4.2.2022,Vienna,https://www.karriere.at/jobs/6040852
275,data-science,  Financial R&D Controller (f/m/div)*  , Infineon Technologies Austria AG ,4.2.2022,Villach,https://www.karriere.at/jobs/5945053
276,data-science,  Medical Affairs Assistant (30h) (m/f/d)  , globe personal service gmbh ,4.2.2022,1100,https://www.karriere.at/jobs/5983720
277,data-science,  Master Thesis - Developing printing processes on an electrohydrodynamic (EHD) printer for advanced heterogeneous structures (f/m/d)  , Silicon Austria Labs GmbH ,4.2.2022,Villach,https://www.karriere.at/jobs/5922846
278,data-science,"  Associate, Health Economics (m/f/d)  ", Med-el Elektromedizinische Geräte GmbH ,4.2.2022,Innsbruck,https://www.karriere.at/jobs/6052948
279,data-science,  Prozessreferent:in Tunnel – Technik Spezialist:in Junior  , ÖBB-Konzern ,3.2.2022,Vienna,https://www.karriere.at/jobs/6058270
280,data-science,  Clinical Development/Clinical Research Associate (f/m/d)  , AOP Health ,3.2.2022,Vienna,https://www.karriere.at/jobs/6057817
281,data-science,  Sales Operations Manager (w/m/d)  , FREQUENTIS AG ,3.2.2022,Vienna,https://www.karriere.at/jobs/6057562
282,data-science,  Global Application Integration Specialist  , Miba Gruppe ,3.2.2022,Laakirchen,https://www.karriere.at/jobs/6056374
283,data-science,  Senior Clinical Operations Manager (f/m/d)  , Valneva Austria GmbH ,3.2.2022,Vienna,https://www.karriere.at/jobs/6055654
284,data-science,  Medical Writer (m/w/d)  , Croma-Pharma Ges. m.b.H ,3.2.2022,Leobendorf,https://www.karriere.at/jobs/5894562
285,data-science,  Projektmanager (m/w/d)  , Advicum Consulting GmbH ,3.2.2022,Vienna,https://www.karriere.at/jobs/6020164
286,data-science,  Senior Java Developer (m/w/d)  , karriere.at ,3.2.2022,Linz,https://www.karriere.at/jobs/5986213
287,data-science,  Chief Financial Officer  , Blue Planet Ecosystems GmbH ,3.2.2022,Vienna,https://www.karriere.at/jobs/5983003
288,data-science,  IT Experte/in Backend und Datenbanken  , ASFINAG Maut Service GmbH ,3.2.2022,Klagenfurt,https://www.karriere.at/jobs/6021493
289,data-science,  Junior Analyst (m/w/d) Expansion International  , dm drogerie markt ,3.2.2022,Wals-Siezenheim,https://www.karriere.at/jobs/6023212
290,data-science,  Consultant (m/w/d)  , Advicum Consulting GmbH ,3.2.2022,Vienna,https://www.karriere.at/jobs/6020149
291,data-science,  Versicherungsmathematiker (w/m/d)  , UNIQA Insurance Group AG  ,3.2.2022,Vienna,https://www.karriere.at/jobs/5982508
292,data-science,  Account Manager (m/w/d)  , GfK Austria GmbH ,3.2.2022,Vienna,https://www.karriere.at/jobs/6006292
293,data-science,  Process Automation Developer (f/m/d)  , Kapsch BusinessCom AG ,3.2.2022,Vienna,https://www.karriere.at/jobs/5929695
294,data-science,  Teamlead Software Development (m/f)  , EDITEL Austria GmbH ,3.2.2022,Vienna,https://www.karriere.at/jobs/6040399
295,data-science,  Specialist - Raw Material Analysis (f/m/d)  , HOFER KG ,3.2.2022,Salzburg,https://www.karriere.at/jobs/5992942
296,data-science,  (Senior) Software Engineer for ad:s (m/f/d)  , Sportradar Austria ,3.2.2022,Vienna,https://www.karriere.at/jobs/5955148
297,data-science,  Staff Engineer Digital Verification 3D-Imaging (f/m/d)*  , Infineon Technologies Austria AG ,3.2.2022,Graz,https://www.karriere.at/jobs/5957086
298,data-science,  Quality Control Team Leader (f/m/d)  , Novartis ,2.2.2022,Kundl,https://www.karriere.at/jobs/6053074
299,data-science,  Sales Engineer - German speaking (f/m/d)  , Adverity GmbH ,2.2.2022,Vienna,https://www.karriere.at/jobs/5984116
300,data-science,  Product Visualization Expert (f/m/d)  , Swarovski ,2.2.2022,Wattens,https://www.karriere.at/jobs/6019222
301,data-science,  (Senior) Consultant Business & Process Analytics (m/w/d)  , BDO Austria GmbH Wirtschaftsprüfungs- und Steuerberatungsgesellschaft ,2.2.2022,Vienna,https://www.karriere.at/jobs/5910290
302,data-science,  Android Developer with experience in Android NDK and C++ (m/f/d)  , iC consulenten Ziviltechniker GesmbH ,2.2.2022,Berlin,https://www.karriere.at/jobs/6021394
303,data-science,  SAP Key User - Quality (m/f/d)  , ALSTOM Transport Austria GmbH ,2.2.2022,Vienna,https://www.karriere.at/jobs/5979334
304,data-science,"  Software Engineer, Xamarin Mobile Apps (m/f/d)  ", Med-el Elektromedizinische Geräte GmbH ,2.2.2022,Innsbruck,https://www.karriere.at/jobs/5975809
305,data-science,  (Trainee) Lab Scientist Research Oncolytic Viruses (m/f/d)  , Boehringer Ingelheim RCV GmbH & Co KG ,2.2.2022,Österreich,https://www.karriere.at/jobs/6025114
306,data-science,  Indirect Tax Technologist (f/m/div)*  , Infineon Technologies Austria AG ,2.2.2022,Villach,https://www.karriere.at/jobs/5905872
307,data-science,  Engineer with strong focus on electrical systems  , Blue Planet Ecosystems GmbH ,2.2.2022,Vienna,https://www.karriere.at/jobs/5983024
308,data-science,  IIoT Engineer  , Miba Gruppe ,1.2.2022,Laakirchen,https://www.karriere.at/jobs/6050896
309,data-science,  Platform Manager Medical Affairs (m/f/d)  , Boehringer Ingelheim RCV GmbH & Co KG ,1.2.2022,Vienna,https://www.karriere.at/jobs/6049642
310,data-science,  Agile Requirements Engineer (f/m/d)  , Kapsch BusinessCom AG ,1.2.2022,Vienna,https://www.karriere.at/jobs/5929699
311,data-science,  FH/ Uni Internship - Software Development (f/m/d)  , Kapsch BusinessCom AG ,1.2.2022,Vienna,https://www.karriere.at/jobs/5929697
312,data-science,  Sales Professional / Manager  , Blue Planet Ecosystems GmbH ,1.2.2022,Vienna,https://www.karriere.at/jobs/5983021
313,data-science,  Internship: Mixed-Signal Architect support  , Infineon Technologies Austria AG ,1.2.2022,Villach,https://www.karriere.at/jobs/5934941
314,data-science,  (Senior) Consultant (m/w/d) Cloud & Digitale Transformation  , EY Österreich ,1.2.2022,Vienna,https://www.karriere.at/jobs/6032875
315,data-science,  Business Analyst (m/w/d) Category Management  , UNITO Versand & Dienstleistungen GmbH ,1.2.2022,Graz,https://www.karriere.at/jobs/5973883
316,data-science,  Full Stack Web Developer (f/m/d)  , ecosio GmbH ,31.1.2022,Vienna,https://www.karriere.at/jobs/6047191
317,data-science,  Senior Java Developer (f/m/d)  , ecosio GmbH ,31.1.2022,Vienna,https://www.karriere.at/jobs/6047032
318,data-science,  Senior Engineer Data Performance (f/m/div)*  , Infineon Technologies Austria AG ,31.1.2022,Kulim,https://www.karriere.at/jobs/6046735
319,data-science,  Frontend Developer (m/f/d)  , smaXtec animal care GmbH ,31.1.2022,Graz,https://www.karriere.at/jobs/6046651
320,data-science,  Senior Cloud Engineer (m/f/d)  , smaXtec animal care GmbH ,31.1.2022,Graz,https://www.karriere.at/jobs/6046501
321,data-science,  Internship: R&D project office for magnetic sensors  , Infineon Technologies Austria AG ,31.1.2022,Villach,https://www.karriere.at/jobs/5928348
322,data-science,  Vertriebsspezialist für Medizinische Software (m/w/d)  , ImageBiopsy Lab ,31.1.2022,Westösterreich,https://www.karriere.at/jobs/6028495
323,data-science,  Conversion Rate Optimization (CRO) Manager (m/f/d)  , Greentube GmbH ,31.1.2022,Vienna,https://www.karriere.at/jobs/6014695
324,data-science,  Math Analyst  , GLI Austria GmbH ,31.1.2022,Graz,https://www.karriere.at/jobs/6011803
325,data-science,  Medical Reviewer - PDT GMA (f/m/x)  , Randstad Austria GmbH ,31.1.2022,Vienna,https://www.karriere.at/jobs/6046165
326,data-science,  Mitarbeiter / Mitarbeiterin (m/w/d) Software Support / Anwendungsbetreuung  , STRABAG SE ,31.1.2022,Stuttgart,https://www.karriere.at/jobs/6046006
327,data-science,  IT Solution Architect (f/m/d)  , APG - Austrian Power Grid AG ,30.1.2022,Vienna,https://www.karriere.at/jobs/6018130
328,data-science,  Senior Firmware Developer (w/m/x) - Be a part of digitalization in the automotive industry!  , epunkt GmbH ,30.1.2022,Linz,https://www.karriere.at/jobs/5980870
329,data-science,  Lead Software Engineer/Architect (m/f)  , Tricentis GmbH ,30.1.2022,Vienna,https://www.karriere.at/jobs/5935836
330,data-science,  (Junior) Scientist Clinical Serology (f/m/d)  , Valneva Austria GmbH ,30.1.2022,Vienna,https://www.karriere.at/jobs/6011107
331,data-science,  Cloud Engineer (m/f/d)  , JAGGAER Austria GmbH ,30.1.2022,Vienna,https://www.karriere.at/jobs/6005020
332,data-science,  Internship: Component Verification  , Infineon Technologies Austria AG ,30.1.2022,Villach,https://www.karriere.at/jobs/5969113
333,data-science,  Praktikum: Schwerpunkt IT - Softwareentwicklung (m/w/d)  , TGW Logistics Group ,30.1.2022,Wels,https://www.karriere.at/jobs/5984137
334,data-science,  Business Intelligence Project Manager  , Red Bull GmbH ,30.1.2022,Fuschl,https://www.karriere.at/jobs/5914625
335,data-science,  IT Project Manager (m/w/x)  , BearingPoint GmbH ,30.1.2022,Vienna,https://www.karriere.at/jobs/5869789
336,data-science,  Frontend Developer (f/m/d)  , PALFINGER ,30.1.2022,Vienna,https://www.karriere.at/jobs/5955859
337,data-science,  Post-Doc Process Science Microbial Derived Biologics (m/f/d) - 3 years fixed term  , Boehringer Ingelheim RCV GmbH & Co KG ,29.1.2022,Vienna,https://www.karriere.at/jobs/6025201
338,data-science,  Internship: Lab Verification Engineer in Development Center  , Infineon Technologies Austria AG ,29.1.2022,Villach,https://www.karriere.at/jobs/5906035
339,data-science,  Regulatory Affairs Manager (f/m/d)  , Valneva Austria GmbH ,29.1.2022,Vienna,https://www.karriere.at/jobs/5968678
340,data-science,"  Product Security Engineer, Cloud  ", Tricentis GmbH ,28.1.2022,Vienna,https://www.karriere.at/jobs/5935831
341,data-science,  Software Engineer C#.NET (m/f/x)  , Tricentis GmbH ,26.1.2022,Vienna,https://www.karriere.at/jobs/5935840
342,data-science,  Technical Assistant/Research Associate (m/f/d)  , St. Anna Kinderkrebsforschung CCRI - Children`s Cancer Researche Institute ,25.1.2022,Vienna,https://www.karriere.at/jobs/6002986
343,data-science,  Head of Formulation Development (m/f/d)  , Iventa Austria Personalwerbung GmbH ,24.1.2022,Vienna,https://www.karriere.at/jobs/6034693
344,data-science,  Recruiting and Active Sourcing Specialist (m/w/d)  , the tean GmbH & Co KG  ,24.1.2022,Vienna,https://www.karriere.at/jobs/6004624
345,data-science,  Presales Lead for Digital Customer Experience  , Capgemini  ,7.2.2022,Österreich,https://www.karriere.at/jobs/5970247
346,data-science,  Senior Staff Engineer - Firmware development & Integration (f/m/div)*  , Infineon Technologies Austria AG ,7.2.2022,Linz,https://www.karriere.at/jobs/5924151
347,data-science,  Senior Product Manager – Aerospace (m/f/d)  , TTTech Computertechnik AG ,7.2.2022,Vienna,https://www.karriere.at/jobs/5994091
348,data-science,  Release Engineer  , Tricentis GmbH ,6.2.2022,Vienna,https://www.karriere.at/jobs/6026749
349,data-science,  Senior Project Manager (m/f/d)  , Magna ,6.2.2022,Graz,https://www.karriere.at/jobs/6021034
350,data-science,  IT Architect for a Cloud-Native Greenfield Solution (m/f/d)  , DXC Technology Austria GmbH ,6.2.2022,Vienna,https://www.karriere.at/jobs/5980090
351,data-science,  Product Engineer for GaN Technologies (f/m/div)*  , Infineon Technologies Austria AG ,6.2.2022,Villach,https://www.karriere.at/jobs/6027997
352,data-science,  Marketing Service Specialist (m/f/d) - Animal Health  , Boehringer Ingelheim RCV GmbH & Co KG ,6.2.2022,Vienna,https://www.karriere.at/jobs/6025093
353,data-science,  Master Thesis Topic: Reliability models based on the beta-distribution  , Infineon Technologies Austria AG ,6.2.2022,Villach,https://www.karriere.at/jobs/5932009
354,data-science,  Master Thesis - Characterization of mid IR integrated photonic gas sensor (f/m/d)  , Silicon Austria Labs GmbH ,6.2.2022,Villach,https://www.karriere.at/jobs/5967280
355,data-science,"  Director, Marketing (f/m/d)  ", Authentic Vision GmbH ,6.2.2022,Europe,https://www.karriere.at/jobs/6022477
356,data-science,  IT Principal System Engineer – IT/OT Network & Security Services (m/f/d)  , Boehringer Ingelheim RCV GmbH & Co KG ,5.2.2022,Vienna,https://www.karriere.at/jobs/6025159
357,data-science,  Lead Java Developer for a Cloud-Native Greenfield Solution (m/f/d)  , DXC Technology Austria GmbH ,5.2.2022,Vienna,https://www.karriere.at/jobs/5980093
358,data-science,  Internship: Product and Test Engineering  , Infineon Technologies Austria AG ,4.2.2022,Graz,https://www.karriere.at/jobs/6058894
359,data-science,  Senior Test Engineer for Group DWH (all genders)  , Erste Bank ,4.2.2022,Vienna,https://www.karriere.at/jobs/5966626
360,data-science,  Test Development Engineer Automotive Sensors (f/m/div)*  , Infineon Technologies Austria AG ,4.2.2022,Villach,https://www.karriere.at/jobs/5905986
361,data-science,  (Junior) QA Engineer (f/m/d)  , Kapsch BusinessCom AG ,4.2.2022,Vienna,https://www.karriere.at/jobs/5965633
362,data-science,  Backend Developer - Java / .NET (f/m/d)  , Kapsch BusinessCom AG ,4.2.2022,Linz,https://www.karriere.at/jobs/5929693
363,data-science,  Senior Backend Developer / Software Architect - Java  , Kapsch BusinessCom AG ,4.2.2022,Vienna,https://www.karriere.at/jobs/5929678
364,data-science,  Software Security Engineer  , Red Bull Media House GmbH ,4.2.2022,Elsbethen,https://www.karriere.at/jobs/5927514
365,data-science,  Frontend Developer (m/f/d)  , Dedalus HealthCare GesmbH ,4.2.2022,Vienna,https://www.karriere.at/jobs/6005617
366,data-science,  Senior Frontend Developer / Software Architect - Angular (f/m/d)  , Kapsch BusinessCom AG ,3.2.2022,Vienna,https://www.karriere.at/jobs/5929698
367,data-science,  Performance Marketing Team Lead Paid Search (m/f/d)  , waterdrop microdrink GmbH ,3.2.2022,Vienna,https://www.karriere.at/jobs/6033859
368,data-science,  Senior IT Specialist (m/f/d)  , Octapharma Pharmazeutika Produktionsges.m.b.H. ,3.2.2022,Vienna,https://www.karriere.at/jobs/6008761
369,data-science,  Senior Principal | GaN Technology & Product Development (f/m/div)*  , Infineon Technologies Austria AG ,3.2.2022,Villach,https://www.karriere.at/jobs/5905887
370,data-science,  Regional Clinical Trial Manager (m/f/d)  , Boehringer Ingelheim RCV GmbH & Co KG ,3.2.2022,Vienna,https://www.karriere.at/jobs/6025015
371,data-science,  Azure Solution Architect (m/f/d)  , RHI Magnesita GmbH ,2.2.2022,Vienna,https://www.karriere.at/jobs/6055150
